,ID,Asymmetry,Border,HSV_Hue_Variance,HSV_Saturation_Variance,HSV_Value_Variance,Cancerous
0,PAT_1516_1765_530.png,0.132393016983744,0.712,0.0005014597573589,0.004353006632226,0.0018218345443841,0
1,PAT_46_881_939.png,0.320717349211829,0.79,0.0519441410182541,0.020831907384321,0.0017590235078439,1
2,PAT_1545_1867_547.png,0.3070115788228195,0.777,0.0015147773820617,0.0024336633128683,0.0044923656081609,0
3,PAT_1989_4061_934.png,0.3158746941133459,0.68,0.0117698268057181,0.0031856987570919,0.0004853516395798,0
4,PAT_684_1302_588.png,0.1782557472815887,0.687,0.0039720525939408,0.0021114532518851,0.0007834287336295,1
5,PAT_1549_1882_230.png,0.1613189684547063,0.708,0.053984671692088,0.0022310479037777,0.004322852121235,0
6,PAT_778_1471_835.png,0.4209353044706118,0.588,0.0005502745268188,0.001731457004123,0.0011756666367758,1
7,PAT_1995_4080_695.png,1.57241084744578,0.885,0.0083695986526726,0.0123975004520248,0.0157392127605837,0
8,PAT_705_4015_413.png,0.7176424491635712,0.815,0.0260247223396754,0.0005693864984862,0.000742282545901,0
9,PAT_2140_4726_141.png,0.3132860123094911,0.737,0.0030801154580837,0.0018264823324087,0.0002623592590216,0
10,PAT_967_1827_247.png,0.6288401253918495,0.511,0.0064393140310176,0.005815862342314,0.0004002885149367,1
11,PAT_2088_4524_465.png,0.2454065246547019,0.655,0.0008319642778806,0.0005386159923455,0.0033995985300737,0
12,PAT_636_1204_521.png,0.3702088505625601,0.79,0.0040936828053065,0.0036375801485898,0.0081699769164342,1
13,PAT_38_54_234.png,0.1761342683083563,0.672,0.0010324345861084,0.0033046029812482,0.0004302761932412,1
14,PAT_741_1401_619.png,0.2540278158006663,0.716,0.0023925160298119,0.0076413844495067,0.0023118943504777,1
15,PAT_380_1540_959.png,0.1631611465847439,0.718,0.0065844125345698,0.0038232918622745,0.0020210366124106,1
16,PAT_1783_3414_120.png,0.2929123571917949,0.753,0.0003764412948901,0.0016403681392804,0.0019820630648765,0
17,PAT_759_1538_566.png,0.23456139142617,0.693,0.0004941623338011,0.0086593579765501,0.0012549941750567,1
18,PAT_821_1547_77.png,0.331484618481833,0.752,0.0008648829507891,0.0002540197116283,0.0001747737731899,1
19,PAT_1693_3103_879.png,1.1567440149992188,0.902,0.0045420701063729,0.0032561035046278,0.0032866648345086,0
20,PAT_875_1668_588.png,0.117564772207435,0.688,0.0078255920034071,0.0078525720985666,0.0013013073300805,1
21,PAT_1653_2916_346.png,0.2140288909235528,0.73,0.0001599099253666,0.0003602992656317,0.0004061016285029,0
22,PAT_1790_3425_942.png,0.2339659764088399,0.691,0.0105072571412909,0.0046410862449187,0.0137505933653945,0
23,PAT_106_159_325.png,0.2155241119197906,0.736,0.0008980743495882,0.0100155858247427,0.0012591544487564,1
24,PAT_435_854_68.png,0.3933841679731668,0.789,0.0171315516241974,0.0058076029743407,0.0021268640637166,1
25,PAT_1902_3790_168.png,0.4054192126566976,0.777,0.3736932272171286,0.0033243466089617,0.0015340507471012,0
26,PAT_42_58_13.png,0.2256034926746237,0.715,0.0008125206497644,0.002282740873863,0.0030820425503688,1
27,PAT_302_651_529.png,0.1209007838727658,0.737,0.0018583626224566,0.0039325127829063,0.0047927572147321,1
28,PAT_359_4450_86.png,0.18107686426331,0.683,0.026662401511547,0.0015107767768762,0.0010582390541282,0
29,PAT_107_160_609.png,0.2420530070594741,0.695,0.0769831392805523,0.0144750399570316,0.0028400096407683,0
30,PAT_134_201_587.png,0.2334480066240823,0.73,0.0004770588704521,0.0064645813891246,0.000405835989436,1
31,PAT_1453_1567_250.png,0.1240829782817669,0.681,0.0013563462293825,0.0090355491666686,0.0155391559886091,0
32,PAT_79_120_532.png,0.5245742034071282,0.832,8.064793957662797e-05,0.0001633642143413,6.987634030320959e-07,1
33,PAT_1926_3871_371.png,0.8651164953042128,0.868,0.0066807749381778,0.0057903687736949,0.0051866715895128,0
34,PAT_724_1369_896.png,0.3960588140869989,0.72,0.0001044711431509,0.0016453995181995,3.2151510166480475e-06,1
35,PAT_1582_2574_34.png,0.2728237282260899,0.744,0.0007090465242378,0.0037843140536854,0.0129868150518907,0
36,PAT_1006_53_716.png,1.290185952704601,0.908,0.0020398595122976,0.0020512272609835,0.006271952921033,0
37,PAT_1431_1495_511.png,0.5541164828000691,0.872,0.0010390366053174,0.0031324394576669,0.0013668175451417,0
38,PAT_944_1795_371.png,0.2847175941842492,0.717,0.0089744550729607,0.0053529815493631,0.0019780164565194,1
39,PAT_793_1512_327.png,1.6666666666666667,0.804,0.000845999840503,0.0069416110629552,0.0014571297724755,0
40,PAT_394_1562_579.png,0.1094960363332108,0.682,0.0016301896427012,0.0020004252845485,0.0023209116422775,1
